metric
NetOperatingProfitAfterTaxes
DepreciationAndAmortization
AssetImpairmentCharge
UnrealizedGainOnInvestments
OtherNoncashChanges
GrossCashFlow
CapitalExpenditures
GrossCashFlowAfterCapitalAndLeaseExpenditures
DecreaseInOperatingCash
DecreaseInReceivablesCurrent
DecreaseInNontradeReceivablesCurrent
DecreaseInInventory
DecreaseInPrepaidExpense
DecreaseInOtherAssetsCurrent
IncreaseInAccountsPayable
IncreaseInEmployeeAccruedLiabilities
IncreaseInAccruedLiabilities
IncreaseInAccruedIncomeTaxes
IncreaseInDeferredRevenue
IncreaseInOtherLiabilitiesCurrent
DecreaseInWorkingCapital
DecreaseInOtherAssetsNoncurrent
IncreaseInOtherLiabilitiesNoncurrent
IncreaseInDeferredTaxLiabilitiesNet
DecreaseInReceivablesNoncurrent
DecreaseInGoodwill
DecreaseInNoncurrentAssetsNetOfLiabilities
FreeCashFlow
InterestIncome
OtherNonoperatingIncome
NetIncomeNoncontrolling
DecreaseInExcessCash
NonOperatingTaxBenefitOrLoss
CashFlowToAllInvestors
InterestExpense
DebtIssuance
DebtPayment
DecreaseInLeaseLiability
CashFlowToDebtHolders
CommonStockDividendPayment
CommonStockRepurchasePayment
CommonStockIssuanceInclStockBasedCompensation
MinorityDividendPayment
MinorityShareholderPayment
CashFlowToEquityHolders
CashFlowToDebtAndEquityHolders
