metric
RevenueGrowthRate
Revenue
CostOfRevenue
GrossMargin
SellingAndMarketingExpense
GeneralAndAdministrativeExpense
FulfillmentExpense
TechnologyExpense
SellingGeneralAndAdministration
Depreciation
Amortization
DepreciationAndAmortization
ResearchAndDevelopment
GoodwillImpairment
OtherOperatingExpense
OperatingExpenses
CostsAndExpenses
OperatingIncome
InterestExpense
InterestIncome
InterestExpenseIncomeNet
OtherNonoperatingIncome
NonoperatingIncomeExpenseNet
PretaxIncome
TaxProvision
NetIncomeControlling
NetIncomeNoncontrolling
NetIncome
SharesOutstandingBasic
SharesOutstandingDiluted
EBIT
EBITA
EBITDA
TaxOperating
NetOperatingProfitAfterTaxes
LeaseExpense
EBITDAR
UnexplainedChangesInPPE
CapitalExpenditures
CommonStockDividendPayment
CommonStockRepurchasePayment
StockBasedCompensation
CashAndShortTermInvestments
MarketableSecuritiesCurrent
CashAndCashEquivalents
ReceivablesCurrent
NontradeReceivablesCurrent
Inventory
PrepaidExpense
OtherAssetsCurrent
AssetsCurrent
MarketableSecuritiesNoncurrent
LongTermInvestments
PropertyPlantAndEquipment
OperatingLeaseAssets
FinanceLeaseAssets
Goodwill
IntangibleAssets
DeferredTaxAssets
ReceivablesNoncurrent
OtherAssetsNoncurrent
AssetsNoncurrent
Assets
AccountsPayableCurrent
EmployeeAccruedLiabilitiesCurrent
AccruedLiabilitiesCurrent
AccruedIncomeTaxesCurrent
DeferredRevenueCurrent
ShortTermDebtInclPaper
LongTermDebtCurrent
OperatingLeaseLiabilitiesCurrent
FinanceLeaseLiabilitiesCurrent
OtherLiabilitiesCurrent
LiabilitiesCurrent
LongTermDebtNoncurrent
AccruedIncomeTaxesNoncurrent
DeferredRevenueNoncurrent
OperatingLeaseLiabilitiesNoncurrent
FinanceLeaseLiabilitiesNoncurrent
DeferredTaxLiabilities
DeferredTaxLiabilitiesNet
OtherLiabilitiesNoncurrent
LiabilitiesNoncurrent
Liabilities
CommonStock
PaidInCapitalCommonStock
RetainedEarningsAccumulated
AccumulatedOtherIncome
Equity
EquityInNoncontrollingInterests
LiabilitiesAndEquity
BalanceBalanceSheet
OperatingCash
ExcessCash
Receivables
LongTermDebt
Debt
NetOperatingWorkingCapital
CurrentLiabilitiesExclRevolver
TotalLeaseLiabilities
OperatingCashFlow
AssetImpairmentCharge
UnrealizedGainOnInvestments
OtherNoncashChanges
DecreaseInReceivablesCurrent
DecreaseInNontradeReceivablesCurrent
DecreaseInInventory
DecreaseInPrepaidExpense
DecreaseInOtherAssetsCurrent
DecreaseInDeferredTaxAssets
DecreaseInOperatingLeaseAssets
DecreaseInFinanceLeaseAssets
DecreaseInReceivablesNoncurrent
DecreaseInOtherAssetsNoncurrent
IncreaseInAccountsPayable
IncreaseInEmployeeAccruedLiabilities
IncreaseInAccruedLiabilities
IncreaseInAccruedIncomeTaxes
IncreaseInDeferredRevenue
IncreaseInOtherLiabilitiesCurrent
IncreaseInDeferredTaxLiabilities
IncreaseInDeferredTaxLiabilitiesNet
IncreaseInLeaseLiabilities
IncreaseInOtherLiabilitiesNoncurrent
DecreaseInOtherOperatingCapitalNet
InvestingCashFlow
PurchaseOfPPE
SaleOfPPE
PurchaseOfBusiness
SaleOfBusiness
PurchaseOfInvestment
SaleOfInvestment
OtherInvestingChanges
FinancingCashFlow
ShortTermDebtIssuance
ShortTermDebtPayment
LongTermDebtIssuance
LongTermDebtPayment
CommonStockIssuance
TaxWithholdingPayment
MinorityDividendPayment
MinorityShareholderPayment
PurchaseofNoncontrollingInterest
EffectOfExchangeRate
NetCashFlow
FinancingCashFlowExclRevolver
NetCashFlowExclShortTermDebtInclPaper
CashAvailableToPayShortTermDebtInclPaper
MinBalanceOfShortTermDebtInclPaper
PaydownOfShortTermDebtInclPaper
